plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	
1	1.00	0.00	3.00	0.00	0.00	-0.00	2.63	0.00	-0.12	2.57	0.67	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	49.85	295.59	0.00	0.00	0.00	345.44	
1	1.00	0.00	3.00	0.00	0.00	-0.12	2.57	0.67	-0.00	2.63	0.67	-0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	199.42	280.37	479.78	
1	1.00	0.00	3.00	0.00	0.00	-0.12	2.57	0.00	-0.12	2.43	0.67	-0.12	2.57	1.50	0.0000	0.1000	0.0447	0.00	50.35	344.79	0.00	0.00	0.00	395.14	
1	1.00	0.00	3.00	0.00	0.00	-0.12	2.43	0.67	-0.12	2.57	0.67	-0.12	2.43	1.50	0.0000	0.1000	0.0447	0.00	0.00	0.00	0.00	50.35	336.68	387.03	
1	1.00	0.00	3.00	0.00	0.00	-0.12	2.43	0.00	0.00	2.37	0.67	-0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	290.35	0.00	0.00	0.00	290.35	
1	1.00	0.00	3.00	0.00	0.00	0.00	2.37	0.67	-0.12	2.43	0.67	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	191.38	191.38	
1	1.00	0.00	3.00	0.00	0.00	0.00	2.37	0.00	0.12	2.43	0.67	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	325.91	0.00	0.00	0.00	325.91	
1	1.00	0.00	3.00	0.00	0.00	0.12	2.43	0.67	0.00	2.37	0.67	0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	266.49	266.49	
1	1.00	0.00	3.00	0.00	0.00	0.12	2.43	0.00	0.12	2.57	0.67	0.12	2.43	1.50	0.0000	0.1000	0.0447	0.00	0.00	428.48	0.00	0.00	0.00	428.48	
1	1.00	0.00	3.00	0.00	0.00	0.12	2.57	0.67	0.12	2.43	0.67	0.12	2.57	1.50	0.0000	0.1000	0.0447	0.00	0.00	0.00	0.00	50.35	316.21	366.56	
1	1.00	0.00	3.00	0.00	0.00	0.12	2.57	0.00	-0.00	2.63	0.67	0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	49.85	274.00	0.00	0.00	0.00	323.86	
1	1.00	0.00	3.00	0.00	0.00	-0.00	2.63	0.67	0.12	2.57	0.67	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	249.27	248.65	497.92	
1	1.00	0.00	3.00	0.00	0.67	-0.00	2.63	0.67	-0.12	2.57	1.33	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	249.65	272.24	0.00	0.00	0.00	521.89	
1	1.00	0.00	3.00	0.00	0.67	-0.12	2.57	1.33	-0.00	2.63	1.33	-0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	199.72	216.59	416.31	
1	1.00	0.00	3.00	0.00	0.67	-0.12	2.57	0.67	-0.12	2.43	1.33	-0.12	2.57	1.50	0.0000	0.1000	0.0446	0.00	50.42	200.98	0.00	0.00	0.00	251.40	
1	1.00	0.00	3.00	0.00	0.67	-0.12	2.43	1.33	-0.12	2.57	1.33	-0.12	2.43	1.50	0.0000	0.1000	0.0446	0.00	0.00	0.00	0.00	50.42	250.10	300.52	
1	1.00	0.00	3.00	0.00	0.67	-0.12	2.43	0.67	0.00	2.37	1.33	-0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	244.80	0.00	0.00	0.00	244.80	
1	1.00	0.00	3.00	0.00	0.67	0.00	2.37	1.33	-0.12	2.43	1.33	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	215.27	215.27	
1	1.00	0.00	3.00	0.00	0.67	0.00	2.37	0.67	0.12	2.43	1.33	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	196.88	0.00	0.00	0.00	196.88	
1	1.00	0.00	3.00	0.00	0.67	0.12	2.43	1.33	0.00	2.37	1.33	0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	233.33	233.33	
1	1.00	0.00	3.00	0.00	0.67	0.12	2.43	0.67	0.12	2.57	1.33	0.12	2.43	1.50	0.0000	0.1000	0.0446	0.00	100.85	220.48	0.00	0.00	0.00	321.32	
1	1.00	0.00	3.00	0.00	0.67	0.12	2.57	1.33	0.12	2.43	1.33	0.12	2.57	1.50	0.0000	0.1000	0.0446	0.00	0.00	0.00	0.00	151.27	324.49	475.76	
1	1.00	0.00	3.00	0.00	0.67	0.12	2.57	0.67	-0.00	2.63	1.33	0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	249.65	243.15	0.00	0.00	0.00	492.80	
1	1.00	0.00	3.00	0.00	0.67	-0.00	2.63	1.33	0.12	2.57	1.33	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	449.37	350.15	799.52	
1	1.00	0.00	3.00	0.00	1.33	-0.00	2.63	1.33	-0.12	2.57	2.00	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	99.71	146.64	0.00	0.00	0.00	246.35	
1	1.00	0.00	3.00	0.00	1.33	-0.12	2.57	2.00	-0.00	2.63	2.00	-0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	149.56	187.75	337.31	
1	1.00	0.00	3.00	0.00	1.33	-0.12	2.57	1.33	-0.12	2.43	2.00	-0.12	2.57	1.50	0.0000	0.1000	0.0447	0.00	50.35	170.32	0.00	0.00	0.00	220.67	
1	1.00	0.00	3.00	0.00	1.33	-0.12	2.43	2.00	-0.12	2.57	2.00	-0.12	2.43	1.50	0.0000	0.1000	0.0447	0.00	0.00	0.00	0.00	100.70	164.08	264.77	
1	1.00	0.00	3.00	0.00	1.33	-0.12	2.43	1.33	0.00	2.37	2.00	-0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	192.84	0.00	0.00	0.00	192.84	
1	1.00	0.00	3.00	0.00	1.33	0.00	2.37	2.00	-0.12	2.43	2.00	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	149.81	149.81	
1	1.00	0.00	3.00	0.00	1.33	0.00	2.37	1.33	0.12	2.43	2.00	0.00	2.37	1.50	0.0000	0.1000	0.0451	0.00	0.00	201.07	0.00	0.00	0.00	201.07	
1	1.00	0.00	3.00	0.00	1.33	0.12	2.43	2.00	0.00	2.37	2.00	0.12	2.43	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	0.00	173.33	173.33	
1	1.00	0.00	3.00	0.00	1.33	0.12	2.43	1.33	0.12	2.57	2.00	0.12	2.43	1.50	0.0000	0.1000	0.0447	0.00	50.35	220.05	0.00	0.00	0.00	270.40	
1	1.00	0.00	3.00	0.00	1.33	0.12	2.57	2.00	0.12	2.43	2.00	0.12	2.57	1.50	0.0000	0.1000	0.0447	0.00	0.00	0.00	0.00	50.35	210.24	260.59	
1	1.00	0.00	3.00	0.00	1.33	0.12	2.57	1.33	-0.00	2.63	2.00	0.12	2.57	1.50	0.0000	0.1000	0.0451	0.00	249.27	244.82	0.00	0.00	0.00	494.09	
1	1.00	0.00	3.00	0.00	1.33	-0.00	2.63	2.00	0.12	2.57	2.00	-0.00	2.63	1.50	0.0000	0.1000	0.0451	0.00	0.00	0.00	0.00	149.56	202.02	351.58	
1	1.00	-2.00	5.00	0.00	2.00	-0.00	2.63	2.00	-0.12	2.57	2.90	-0.00	2.63	1.50	0.0000	0.1000	0.0610	0.00	221.19	186.34	0.00	0.00	0.00	407.53	
1	1.00	-2.00	5.00	0.00	2.00	-0.12	2.57	2.90	-0.00	2.63	2.90	-0.11	2.56	1.50	0.0000	0.1000	0.0580	0.00	0.00	0.00	0.00	77.57	162.73	240.30	
1	1.00	-2.00	5.00	0.00	2.00	-0.12	2.57	2.00	-0.12	2.43	2.90	-0.11	2.56	1.50	0.0000	0.1000	0.0604	0.00	37.23	263.07	0.00	0.00	0.00	300.30	
1	1.00	-2.00	5.00	0.00	2.00	-0.12	2.43	2.90	-0.11	2.56	2.90	-0.11	2.44	1.50	0.0000	0.1000	0.0577	0.00	0.00	0.00	0.00	0.00	141.03	141.03	
1	1.00	-2.00	5.00	0.00	2.00	-0.12	2.43	2.00	0.00	2.37	2.90	-0.11	2.44	1.50	0.0000	0.1000	0.0610	0.00	0.00	171.29	0.00	0.00	0.00	171.29	
1	1.00	-2.00	5.00	0.00	2.00	0.00	2.37	2.90	-0.11	2.44	2.90	0.00	2.37	1.50	0.0000	0.1000	0.0580	0.00	0.00	0.00	0.00	0.00	102.33	102.33	
1	1.00	-2.00	5.00	0.00	2.00	0.00	2.37	2.00	0.12	2.43	2.90	0.00	2.37	1.50	0.0000	0.1000	0.0610	0.00	0.00	155.69	0.00	0.00	0.00	155.69	
1	1.00	-2.00	5.00	0.00	2.00	0.12	2.43	2.90	0.00	2.37	2.90	0.11	2.44	1.50	0.0000	0.1000	0.0580	0.00	0.00	0.00	0.00	0.00	93.12	93.12	
1	1.00	-2.00	5.00	0.00	2.00	0.12	2.43	2.00	0.12	2.57	2.90	0.11	2.44	1.50	0.0000	0.1000	0.0604	0.00	74.46	179.66	0.00	0.00	0.00	254.12	
1	1.00	-2.00	5.00	0.00	2.00	0.12	2.57	2.90	0.11	2.44	2.90	0.11	2.56	1.50	0.0000	0.1000	0.0577	0.00	0.00	0.00	0.00	0.00	154.22	154.22	
1	1.00	-2.00	5.00	0.00	2.00	0.12	2.57	2.00	-0.00	2.63	2.90	0.11	2.56	1.50	0.0000	0.1000	0.0610	0.00	331.79	264.26	0.00	0.00	0.00	596.05	
1	1.00	-2.00	5.00	0.00	2.00	-0.00	2.63	2.90	0.11	2.56	2.90	-0.00	2.63	1.50	0.0000	0.1000	0.0580	0.00	0.00	0.00	0.00	155.14	181.97	337.10	
1	1.00	-2.00	5.00	0.00	2.90	-0.00	2.63	2.90	-0.11	2.56	3.80	-0.00	2.62	1.50	0.0000	0.1000	0.0580	0.00	116.35	61.55	0.00	0.00	0.00	177.90	
1	1.00	-2.00	5.00	0.00	2.90	-0.11	2.56	3.80	-0.00	2.62	3.80	-0.11	2.56	1.50	0.0000	0.1000	0.0552	0.00	0.00	0.01	0.00	81.58	46.31	127.90	
1	1.00	-2.00	5.00	0.00	2.90	-0.11	2.56	2.90	-0.11	2.44	3.80	-0.11	2.56	1.50	0.0000	0.1000	0.0577	0.00	38.98	120.28	0.00	0.00	0.00	159.26	
1	1.00	-2.00	5.00	0.00	2.90	-0.11	2.44	3.80	-0.11	2.56	3.80	-0.11	2.44	1.50	0.0000	0.1000	0.0550	0.00	0.00	0.00	0.00	0.00	61.12	61.12	
1	1.00	-2.00	5.00	0.00	2.90	-0.11	2.44	2.90	0.00	2.37	3.80	-0.11	2.44	1.50	0.0000	0.1000	0.0580	0.00	0.00	57.65	0.00	0.00	0.00	57.65	
1	1.00	-2.00	5.00	0.00	2.90	0.00	2.37	3.80	-0.11	2.44	3.80	0.00	2.38	1.50	0.0000	0.1000	0.0552	0.00	0.00	0.00	0.00	0.00	97.78	97.78	
1	1.00	-2.00	5.00	0.00	2.90	0.00	2.37	2.90	0.11	2.44	3.80	0.00	2.38	1.50	0.0000	0.1000	0.0580	0.00	0.00	39.81	0.00	0.00	0.00	39.81	
1	1.00	-2.00	5.00	0.00	2.90	0.11	2.44	3.80	0.00	2.38	3.80	0.11	2.44	1.50	0.0000	0.1000	0.0552	0.00	0.00	0.00	0.00	0.00	92.58	92.58	
1	1.00	-2.00	5.00	0.00	2.90	0.11	2.44	2.90	0.11	2.56	3.80	0.11	2.44	1.50	0.0000	0.1000	0.0577	0.00	38.98	126.24	0.00	0.00	0.00	165.22	
1	1.00	-2.00	5.00	0.00	2.90	0.11	2.56	3.80	0.11	2.44	3.80	0.11	2.56	1.50	0.0000	0.1000	0.0550	0.00	0.00	0.00	0.00	0.00	112.69	112.69	
1	1.00	-2.00	5.00	0.00	2.90	0.11	2.56	2.90	-0.00	2.63	3.80	0.11	2.56	1.50	0.0000	0.1000	0.0580	0.00	232.70	148.92	0.00	0.00	0.00	381.62	
1	1.00	-2.00	5.00	0.00	2.90	-0.00	2.63	3.80	0.11	2.56	3.80	-0.00	2.62	1.50	0.0000	0.1000	0.0552	0.00	0.00	0.00	0.00	81.58	57.63	139.21	
1	1.00	-2.00	5.00	0.00	3.80	-0.00	2.62	3.80	-0.11	2.56	4.71	-0.00	2.62	1.50	0.0000	0.1000	0.0552	0.00	40.75	66.79	0.00	0.00	0.00	107.53	
1	1.00	-2.00	5.00	0.00	3.80	-0.11	2.56	4.71	-0.00	2.62	4.71	-0.10	2.56	1.50	0.0000	0.1000	0.0526	0.00	0.00	0.00	0.00	171.15	109.13	280.28	
1	1.00	-2.00	5.00	0.00	3.80	-0.11	2.56	3.80	-0.11	2.44	4.71	-0.10	2.56	1.50	0.0000	0.1000	0.0551	0.00	81.69	116.77	0.00	0.00	0.01	198.47	
1	1.00	-2.00	5.00	0.00	3.80	-0.11	2.44	4.71	-0.10	2.56	4.71	-0.10	2.44	1.50	0.0000	0.1000	0.0524	0.00	0.00	0.00	0.00	0.00	105.01	105.01	
1	1.00	-2.00	5.00	0.00	3.80	-0.11	2.44	3.80	0.00	2.38	4.71	-0.10	2.44	1.50	0.0000	0.1000	0.0552	0.00	0.00	48.70	0.00	0.00	0.00	48.70	
1	1.00	-2.00	5.00	0.00	3.80	0.00	2.38	4.71	-0.10	2.44	4.71	0.00	2.38	1.50	0.0000	0.1000	0.0526	0.00	0.00	0.00	0.00	0.00	25.33	25.33	
1	1.00	-2.00	5.00	0.00	3.80	0.00	2.38	3.80	0.11	2.44	4.71	0.00	2.38	1.50	0.0000	0.1000	0.0552	0.00	0.00	63.36	0.00	0.00	0.00	63.36	
1	1.00	-2.00	5.00	0.00	3.80	0.11	2.44	4.71	0.00	2.38	4.71	0.10	2.44	1.50	0.0000	0.1000	0.0526	0.00	0.00	0.00	0.00	0.00	33.06	33.06	
1	1.00	-2.00	5.00	0.00	3.80	0.11	2.44	3.80	0.11	2.56	4.71	0.10	2.44	1.50	0.0000	0.1000	0.0551	0.00	0.00	81.68	0.00	0.00	0.00	81.68	
1	1.00	-2.00	5.00	0.00	3.80	0.11	2.56	4.71	0.10	2.44	4.71	0.10	2.56	1.50	0.0000	0.1000	0.0524	0.00	0.00	0.00	0.00	0.00	67.25	67.25	
1	1.00	-2.00	5.00	0.00	3.80	0.11	2.56	3.80	-0.00	2.62	4.71	0.10	2.56	1.50	0.0000	0.1000	0.0552	0.00	81.49	121.79	0.00	0.00	0.00	203.29	
1	1.00	-2.00	5.00	0.00	3.80	-0.00	2.62	4.71	0.10	2.56	4.71	-0.00	2.62	1.50	0.0000	0.1000	0.0526	0.00	0.00	0.00	0.00	213.93	107.33	321.26	
1	1.00	-2.00	5.00	0.00	4.71	-0.00	2.62	4.71	-0.10	2.56	5.61	-0.00	2.61	1.50	0.0000	0.1000	0.0525	0.00	42.83	70.25	0.00	0.00	0.00	113.09	
1	1.00	-2.00	5.00	0.00	4.71	-0.10	2.56	5.61	-0.00	2.61	5.61	-0.10	2.56	1.50	0.0000	0.1000	0.0495	0.00	0.00	0.00	0.00	45.45	86.05	131.49	
1	1.00	-2.00	5.00	0.00	4.71	-0.10	2.56	4.71	-0.10	2.44	5.61	-0.10	2.56	1.50	0.0000	0.1000	0.0523	0.00	0.00	76.94	0.00	0.00	0.00	76.94	
1	1.00	-2.00	5.00	0.00	4.71	-0.10	2.44	5.61	-0.10	2.56	5.61	-0.10	2.44	1.50	0.0000	0.1000	0.0496	0.00	0.00	0.00	0.00	0.00	84.93	84.93	
1	1.00	-2.00	5.00	0.00	4.71	-0.10	2.44	4.71	0.00	2.38	5.61	-0.10	2.44	1.50	0.0000	0.1000	0.0525	0.00	0.00	106.45	0.00	0.00	0.00	106.45	
1	1.00	-2.00	5.00	0.00	4.71	0.00	2.38	5.61	-0.10	2.44	5.61	0.00	2.39	1.50	0.0000	0.1000	0.0495	0.00	0.00	0.00	0.00	0.00	43.49	43.49	
1	1.00	-2.00	5.00	0.00	4.71	0.00	2.38	4.71	0.10	2.44	5.61	0.00	2.39	1.50	0.0000	0.1000	0.0525	0.00	0.00	98.25	0.00	0.00	0.00	98.25	
1	1.00	-2.00	5.00	0.00	4.71	0.10	2.44	5.61	0.00	2.39	5.61	0.10	2.44	1.50	0.0000	0.1000	0.0495	0.00	0.00	0.00	0.00	0.00	46.13	46.13	
1	1.00	-2.00	5.00	0.00	4.71	0.10	2.44	4.71	0.10	2.56	5.61	0.10	2.44	1.50	0.0000	0.1000	0.0523	0.00	43.01	113.67	0.00	0.00	0.00	156.68	
1	1.00	-2.00	5.00	0.00	4.71	0.10	2.56	5.61	0.10	2.44	5.61	0.10	2.56	1.50	0.0000	0.1000	0.0496	0.00	0.00	0.00	0.00	90.71	76.92	167.63	
1	1.00	-2.00	5.00	0.00	4.71	0.10	2.56	4.71	-0.00	2.62	5.61	0.10	2.56	1.50	0.0000	0.1000	0.0525	0.00	42.83	32.48	0.00	0.00	0.00	75.32	
1	1.00	-2.00	5.00	0.00	4.71	-0.00	2.62	5.61	0.10	2.56	5.61	-0.00	2.61	1.50	0.0000	0.1000	0.0495	0.00	0.00	0.00	0.00	45.45	40.31	85.76	
1	1.00	-2.00	5.00	0.00	5.61	-0.00	2.61	5.61	-0.10	2.56	6.51	-0.00	2.60	1.50	0.0000	0.1000	0.0495	0.00	136.34	112.25	0.00	0.00	0.00	248.59	
1	1.00	-2.00	5.00	0.00	5.61	-0.10	2.56	6.51	-0.00	2.60	6.51	-0.09	2.55	1.50	0.0000	0.1000	0.0467	0.00	0.00	0.00	0.00	0.00	50.50	50.50	
1	1.00	-2.00	5.00	0.00	5.61	-0.10	2.56	5.61	-0.10	2.44	6.51	-0.09	2.55	1.50	0.0000	0.1000	0.0496	0.00	90.71	49.26	0.00	0.00	0.00	139.97	
1	1.00	-2.00	5.00	0.00	5.61	-0.10	2.44	6.51	-0.09	2.55	6.51	-0.09	2.45	1.50	0.0000	0.1000	0.0469	0.00	0.00	0.00	0.00	0.00	85.76	85.76	
1	1.00	-2.00	5.00	0.00	5.61	-0.10	2.44	5.61	0.00	2.39	6.51	-0.09	2.45	1.50	0.0000	0.1000	0.0495	0.00	0.00	54.53	0.00	0.00	0.00	54.53	
1	1.00	-2.00	5.00	0.00	5.61	0.00	2.39	6.51	-0.09	2.45	6.51	0.00	2.40	1.50	0.0000	0.1000	0.0467	0.00	0.00	0.00	0.00	0.00	137.18	137.18	
1	1.00	-2.00	5.00	0.00	5.61	0.00	2.39	5.61	0.10	2.44	6.51	0.00	2.40	1.50	0.0000	0.1000	0.0495	0.00	0.00	56.13	0.00	0.00	0.00	56.13	
1	1.00	-2.00	5.00	0.00	5.61	0.10	2.44	6.51	0.00	2.40	6.51	0.09	2.45	1.50	0.0000	0.1000	0.0467	0.00	0.00	0.00	0.00	0.00	145.54	145.54	
1	1.00	-2.00	5.00	0.00	5.61	0.10	2.44	5.61	0.10	2.56	6.51	0.09	2.45	1.50	0.0000	0.1000	0.0496	0.00	45.35	95.17	0.00	0.00	0.00	140.52	
1	1.00	-2.00	5.00	0.00	5.61	0.10	2.56	6.51	0.09	2.45	6.51	0.09	2.55	1.50	0.0000	0.1000	0.0469	0.00	0.00	0.00	0.00	47.97	118.31	166.28	
1	1.00	-2.00	5.00	0.00	5.61	0.10	2.56	5.61	-0.00	2.61	6.51	0.09	2.55	1.50	0.0000	0.1000	0.0495	0.00	90.89	71.98	0.00	0.00	0.00	162.87	
1	1.00	-2.00	5.00	0.00	5.61	-0.00	2.61	6.51	0.09	2.55	6.51	-0.00	2.60	1.50	0.0000	0.1000	0.0467	0.00	0.00	0.00	0.00	0.00	17.20	17.20	
1	1.00	-2.00	5.00	0.00	6.51	-0.00	2.60	6.51	-0.09	2.55	7.41	-0.00	2.60	1.50	0.0000	0.1000	0.0467	0.00	144.68	89.71	0.00	0.00	0.00	234.39	
1	1.00	-2.00	5.00	0.00	6.51	-0.09	2.55	7.41	-0.00	2.60	7.41	-0.08	2.55	1.50	0.0000	0.1000	0.0436	0.00	0.00	0.00	0.00	51.57	91.33	142.90	
1	1.00	-2.00	5.00	0.00	6.51	-0.09	2.55	6.51	-0.09	2.45	7.41	-0.08	2.55	1.50	0.0000	0.1000	0.0469	0.00	47.97	170.15	0.00	0.00	0.00	218.12	
1	1.00	-2.00	5.00	0.00	6.51	-0.09	2.45	7.41	-0.08	2.55	7.41	-0.08	2.45	1.50	0.0000	0.1000	0.0442	0.00	0.00	0.00	0.00	0.00	85.76	85.76	
1	1.00	-2.00	5.00	0.00	6.51	-0.09	2.45	6.51	0.00	2.40	7.41	-0.08	2.45	1.50	0.0000	0.1000	0.0467	0.00	0.00	61.10	0.00	0.00	0.00	61.10	
1	1.00	-2.00	5.00	0.00	6.51	0.00	2.40	7.41	-0.08	2.45	7.41	0.00	2.40	1.50	0.0000	0.1000	0.0436	0.00	0.00	0.00	0.00	0.00	50.61	50.61	
1	1.00	-2.00	5.00	0.00	6.51	0.00	2.40	6.51	0.09	2.45	7.41	0.00	2.40	1.50	0.0000	0.1000	0.0467	0.00	0.00	31.12	0.00	0.00	0.00	31.12	
1	1.00	-2.00	5.00	0.00	6.51	0.09	2.45	7.41	0.00	2.40	7.41	0.08	2.45	1.50	0.0000	0.1000	0.0436	0.00	0.00	0.02	0.00	0.00	49.80	49.82	
1	1.00	-2.00	5.00	0.00	6.51	0.09	2.45	6.51	0.09	2.55	7.41	0.08	2.45	1.50	0.0000	0.1000	0.0469	0.00	47.97	119.52	0.00	0.00	0.00	167.49	
1	1.00	-2.00	5.00	0.00	6.51	0.09	2.55	7.41	0.08	2.45	7.41	0.08	2.55	1.50	0.0000	0.1000	0.0442	0.00	0.00	0.00	0.00	0.00	45.06	45.06	
1	1.00	-2.00	5.00	0.00	6.51	0.09	2.55	6.51	-0.00	2.60	7.41	0.08	2.55	1.50	0.0000	0.1000	0.0467	0.00	144.68	63.92	0.00	0.00	0.00	208.60	
1	1.00	-2.00	5.00	0.00	6.51	-0.00	2.60	7.41	0.08	2.55	7.41	-0.00	2.60	1.50	0.0000	0.1000	0.0436	0.00	0.00	0.00	0.00	103.13	98.57	201.71	
1	1.00	-2.00	5.00	0.00	7.41	-0.00	2.60	7.41	-0.08	2.55	8.31	-0.00	2.59	1.50	0.0000	0.1000	0.0436	0.00	103.13	46.93	0.00	0.00	0.00	150.06	
1	1.00	-2.00	5.00	0.00	7.41	-0.08	2.55	8.31	-0.00	2.59	8.31	-0.08	2.54	1.50	0.0000	0.1000	0.0412	0.00	0.00	0.00	0.00	109.14	70.99	180.14	
1	1.00	-2.00	5.00	0.00	7.41	-0.08	2.55	7.41	-0.08	2.45	8.31	-0.08	2.54	1.50	0.0000	0.1000	0.0442	0.00	0.00	79.15	0.00	0.00	0.00	79.15	
1	1.00	-2.00	5.00	0.00	7.41	-0.08	2.45	8.31	-0.08	2.54	8.31	-0.08	2.46	1.50	0.0000	0.1000	0.0406	0.00	0.00	0.00	0.00	55.43	60.51	115.94	
1	1.00	-2.00	5.00	0.00	7.41	-0.08	2.45	7.41	0.00	2.40	8.31	-0.08	2.46	1.50	0.0000	0.1000	0.0436	0.00	0.00	92.25	0.00	0.00	0.00	92.25	
1	1.00	-2.00	5.00	0.00	7.41	0.00	2.40	8.31	-0.08	2.46	8.31	0.00	2.41	1.50	0.0000	0.1000	0.0412	0.00	0.00	0.00	0.00	0.00	26.63	26.63	
1	1.00	-2.00	5.00	0.00	7.41	0.00	2.40	7.41	0.08	2.45	8.31	0.00	2.41	1.50	0.0000	0.1000	0.0436	0.00	0.00	70.61	0.00	0.00	0.00	70.61	
1	1.00	-2.00	5.00	0.00	7.41	0.08	2.45	8.31	0.00	2.41	8.31	0.08	2.46	1.50	0.0000	0.1000	0.0412	0.00	0.00	0.00	0.00	0.00	35.53	35.53	
1	1.00	-2.00	5.00	0.00	7.41	0.08	2.45	7.41	0.08	2.55	8.31	0.08	2.46	1.50	0.0000	0.1000	0.0442	0.00	0.00	81.40	0.00	0.00	0.00	81.40	
1	1.00	-2.00	5.00	0.00	7.41	0.08	2.55	8.31	0.08	2.46	8.31	0.08	2.54	1.50	0.0000	0.1000	0.0406	0.00	0.00	0.00	0.00	0.00	114.65	114.65	
1	1.00	-2.00	5.00	0.00	7.41	0.08	2.55	7.41	-0.00	2.60	8.31	0.08	2.54	1.50	0.0000	0.1000	0.0436	0.00	0.00	72.91	0.00	0.00	0.00	72.91	
1	1.00	-2.00	5.00	0.00	7.41	-0.00	2.60	8.31	0.08	2.54	8.31	-0.00	2.59	1.50	0.0000	0.1000	0.0412	0.00	0.00	0.00	0.00	0.00	113.55	113.55	
1	1.00	-2.00	5.00	0.00	8.31	-0.00	2.59	8.31	-0.08	2.54	9.22	-0.00	2.58	1.50	0.0000	0.1000	0.0413	0.00	163.54	23.53	0.00	0.00	0.00	187.07	
1	1.00	-2.00	5.00	0.00	8.31	-0.08	2.54	9.22	-0.00	2.58	9.22	-0.07	2.54	1.50	0.0000	0.1000	0.0383	0.00	0.00	0.00	0.00	58.82	28.37	87.19	
1	1.00	-2.00	5.00	0.00	8.31	-0.08	2.54	8.31	-0.08	2.46	9.22	-0.07	2.54	1.50	0.0000	0.1000	0.0406	0.00	0.00	90.06	0.00	0.00	0.00	90.06	
1	1.00	-2.00	5.00	0.00	8.31	-0.08	2.46	9.22	-0.07	2.54	9.22	-0.07	2.46	1.50	0.0000	0.1000	0.0379	0.00	0.00	0.00	0.00	0.00	89.51	89.51	
1	1.00	-2.00	5.00	0.00	8.31	-0.08	2.46	8.31	0.00	2.41	9.22	-0.07	2.46	1.50	0.0000	0.1000	0.0413	0.00	0.00	61.51	0.00	0.00	0.00	61.51	
1	1.00	-2.00	5.00	0.00	8.31	0.00	2.41	9.22	-0.07	2.46	9.22	0.00	2.42	1.50	0.0000	0.1000	0.0383	0.00	0.00	0.00	0.00	0.00	76.85	76.85	
1	1.00	-2.00	5.00	0.00	8.31	0.00	2.41	8.31	0.08	2.46	9.22	0.00	2.42	1.50	0.0000	0.1000	0.0413	0.00	0.00	71.91	0.00	0.00	0.00	71.91	
1	1.00	-2.00	5.00	0.00	8.31	0.08	2.46	9.22	0.00	2.42	9.22	0.07	2.46	1.50	0.0000	0.1000	0.0383	0.00	0.00	0.00	0.00	0.00	122.07	122.07	
1	1.00	-2.00	5.00	0.00	8.31	0.08	2.46	8.31	0.08	2.54	9.22	0.07	2.46	1.50	0.0000	0.1000	0.0406	0.00	0.00	71.53	0.00	0.00	0.00	71.53	
1	1.00	-2.00	5.00	0.00	8.31	0.08	2.54	9.22	0.07	2.46	9.22	0.07	2.54	1.50	0.0000	0.1000	0.0379	0.00	0.00	0.00	0.00	0.00	89.32	89.32	
1	1.00	-2.00	5.00	0.00	8.31	0.08	2.54	8.31	-0.00	2.59	9.22	0.07	2.54	1.50	0.0000	0.1000	0.0413	0.00	218.05	14.27	0.00	0.00	0.00	232.32	
1	1.00	-2.00	5.00	0.00	8.31	-0.00	2.59	9.22	0.07	2.54	9.22	-0.00	2.58	1.50	0.0000	0.1000	0.0383	0.00	0.00	0.00	0.00	58.82	53.15	111.97	
1	1.00	-2.00	5.00	0.00	9.22	-0.00	2.58	9.22	-0.07	2.54	10.12	-0.00	2.58	1.50	0.0000	0.1000	0.0382	0.00	58.88	99.81	0.00	0.00	0.00	158.70	
